id,email,password,first_name,last_name,affiliation,role,is_activated,newsletter,previous_newsletter_state,facebook_id,twitter_id,linkedin_id,google_id,username,orcid_id,preferred_link,terms
308,test+gigadb308@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb308,CG,"",f,t,f,,,,,test+gigadb308@gigasciencejournal.com,,EBI,true
309,test+gigadb309@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb309,Hunter College,user,t,t,f,,,,,test+gigadb309@gigasciencejournal.com,,EBI,true
310,test+gigadb310@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb310,University of Ottawa,user,t,t,f,,,,,test+gigadb310@gigasciencejournal.com,,EBI,true
311,test+gigadb311@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb311,BGI,user,t,t,f,,,,,test+gigadb311@gigasciencejournal.com,,EBI,true
312,test+gigadb312@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb312,UC Berkeley,user,t,t,f,,,,,test+gigadb312@gigasciencejournal.com,,EBI,true
313,test+gigadb313@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb313,China National GeneBank,"",f,t,f,,,,,test+gigadb313@gigasciencejournal.com,,EBI,true
314,test+gigadb314@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb314,EMBL,user,t,t,f,,,,,test+gigadb314@gigasciencejournal.com,,EBI,true
315,test+gigadb315@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb315,Uppsala University,user,t,t,f,,,,,test+gigadb315@gigasciencejournal.com,,EBI,true
316,test+gigadb316@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb316,.,user,t,t,f,,,,,test+gigadb316@gigasciencejournal.com,,EBI,true
317,test+gigadb317@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb317,dkfz,user,t,f,t,,,,,test+gigadb317@gigasciencejournal.com,,EBI,true
318,test+gigadb318@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb318,Cornell University,user,t,t,f,,,,,test+gigadb318@gigasciencejournal.com,,EBI,true
319,test+gigadb319@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb319,"UC Santa Cruz Genomics Institute, 1156 High Street, 95064 Santa Cruz, USA","",f,t,f,,,,,test+gigadb319@gigasciencejournal.com,,EBI,true
320,test+gigadb320@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb320,UCSF,user,t,f,t,,,,,test+gigadb320@gigasciencejournal.com,,EBI,true
321,test+gigadb321@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb321,USDA/ARS,user,t,t,f,,,,,test+gigadb321@gigasciencejournal.com,,EBI,true
322,test+gigadb322@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb322,IAB UAF,user,t,t,f,,,,,test+gigadb322@gigasciencejournal.com,,EBI,true
323,test+gigadb323@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb323,"BioSciences Division, BioDefense Branch, Edgewood Chemical Biological Center, Aberdeen Proving Ground, MD 21010","",f,t,f,,,,,test+gigadb323@gigasciencejournal.com,,EBI,true
324,test+gigadb324@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb324,"Tropical Crop and Commodity Protection Research Unit, Pacific Basin Agricultural Research Center, USDA Agricultural Research Services, Hilo, HI, USA","",f,t,f,,,,,test+gigadb324@gigasciencejournal.com,,EBI,true
325,test+gigadb325@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb325,Fondazione Pisana per la Scienza onlus,user,t,t,f,,,,,test+gigadb325@gigasciencejournal.com,,EBI,true
326,test+gigadb326@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb326,"Department of Pathology, Kanazawa Medical University, Japan","",f,t,f,,,,,test+gigadb326@gigasciencejournal.com,,EBI,true
327,test+gigadb327@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb327,Institute of chemical biology and fundamental medicine,user,t,f,t,,,,,test+gigadb327@gigasciencejournal.com,,EBI,true
328,test+gigadb328@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb328,Simon Fraser unviersity,user,t,t,f,,,,,test+gigadb328@gigasciencejournal.com,,EBI,true
329,test+gigadb329@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb329,"BGI-Shenzhen, China","",f,t,f,,,,,test+gigadb329@gigasciencejournal.com,,EBI,true
330,test+gigadb330@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb330,researchscholar,user,t,t,f,,,,,test+gigadb330@gigasciencejournal.com,,EBI,true
331,test+gigadb331@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb331,BGI,"",f,t,f,,,,,test+gigadb331@gigasciencejournal.com,,EBI,true
332,test+gigadb332@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb332,Cogini,admin,f,f,t,,,,,test+gigadb332@gigasciencejournal.com,,EBI,true
333,test+gigadb333@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb333,"BGI-Tech, BGI-shenzhen, CHINA","",f,t,f,,,,,test+gigadb333@gigasciencejournal.com,,EBI,true
334,test+gigadb334@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb334,"Department of Integrative Biology, Michigan State University, MI 48824, USA","",f,t,f,"","","","",test+gigadb334@gigasciencejournal.com,,EBI,true
335,test+gigadb335@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb335,"INRA, Campus Beaulieu, 35042 Rennes, France","",f,t,f,,,,,test+gigadb335@gigasciencejournal.com,,EBI,true
336,test+gigadb336@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb336,"Department of Computer Science, Royal Holloway, University of London, Egham, TW20 0EX, UK","",f,t,f,,,,,test+gigadb336@gigasciencejournal.com,,EBI,true
337,test+gigadb337@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb337,"Information and Computational Sciences, James Hutton Institute, Invergowrie, Dundee DD2 5DA, Scotland, UK","",f,t,f,,,,,test+gigadb337@gigasciencejournal.com,,EBI,true
338,test+gigadb338@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb338,BGI,"",f,t,f,,,,,test+gigadb338@gigasciencejournal.com,,EBI,true
339,scott@gigasciencejournal.com,0927befab471b8f77ce414a6e9ec0736,Scott,Edmunds,BGI,admin,t,t,f,,,,,scott@gigasciencejournal.com,,EBI,true
340,laurie@gigasciencejournal.com,6a919977db3f15e5d62876033e1153bf,Laurie,Goodman,BGI,admin,t,t,f,,,,,laurie@gigasciencejournal.com,,EBI,true
341,test+gigadb341@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb341,"CeBiTec, Center for Biotechnology, Bielefeld University, D-33594 Bielefeld","",f,t,f,,,,,test+gigadb341@gigasciencejournal.com,,EBI,true
342,test+gigadb342@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb342,abc,user,f,f,t,,,,,test+gigadb342@gigasciencejournal.com,,EBI,true
343,test+gigadb343@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb343,abc,user,f,f,t,,,,,test+gigadb343@gigasciencejournal.com,,EBI,true
344,test+gigadb344@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb344,Chalmers University of Technology,"",f,t,f,,,,,test+gigadb344@gigasciencejournal.com,,EBI,true
345,test+gigadb345@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb345,BGI-Shenzhen,user,t,t,f,,,,,test+gigadb345@gigasciencejournal.com,,EBI,true
346,test+gigadb346@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb346,"BC Cancer Agency, Vancouver British Columbia, V5Z4S6, Canada","",f,t,f,,,,,test+gigadb346@gigasciencejournal.com,,EBI,true
347,test+gigadb347@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb347,"Department of Physics and Astronomy, Michigan State University, 567 Wilson Road, 48824 East Lansing, MI, USA","",f,t,f,,,,,test+gigadb347@gigasciencejournal.com,,EBI,true
348,test+gigadb348@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb348,BGI,user,f,t,f,,,,,test+gigadb348@gigasciencejournal.com,,EBI,true
349,test+gigadb349@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb349,Colorado State University,"",f,t,f,,,,,test+gigadb349@gigasciencejournal.com,,EBI,true
350,test+gigadb350@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb350,"Department of Computer Sciences, Purdue University, West Lafayette, IN 47907, USA","",f,t,f,,,,,test+gigadb350@gigasciencejournal.com,,EBI,true
351,test+gigadb351@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb351,University of Alberta,user,t,f,t,,,,,test+gigadb351@gigasciencejournal.com,,EBI,true
352,test+gigadb352@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb352,"Laboratory of Experimental Immunology, National Cancer Institute, Frederick, MD, USA","",f,t,f,,,,,test+gigadb352@gigasciencejournal.com,,EBI,true
353,test+gigadb353@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb353,"University of Illinois at Chicago, Bioengineering Department, Chicago, IL 60607","",f,t,f,,,,,test+gigadb353@gigasciencejournal.com,,EBI,true
354,test+gigadb354@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb354,"Institute for Applied Ecology, University of Canberra, ACT 2601 Australia","",f,t,f,,,,,test+gigadb354@gigasciencejournal.com,,EBI,true
355,test+gigadb355@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb355,BGI,user,f,t,f,,,,,test+gigadb355@gigasciencejournal.com,,EBI,true
356,test+gigadb356@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb356,BGI,user,f,t,f,,,,,test+gigadb356@gigasciencejournal.com,,EBI,true
357,test+gigadb357@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb357,BGI,user,t,f,t,,,,,test+gigadb357@gigasciencejournal.com,,EBI,true
358,test+gigadb358@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb358,"Johns Hopkins University School of Medicine, 21205, Baltimore, USA","",f,t,f,,,,,test+gigadb358@gigasciencejournal.com,,EBI,true
359,test+gigadb359@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb359,"Tibet Agricultural Research Institute, Tibet","",f,t,f,,,,,test+gigadb359@gigasciencejournal.com,,EBI,true
360,test+gigadb360@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb360,student,user,t,t,f,,,,,test+gigadb360@gigasciencejournal.com,,EBI,true
361,test+gigadb361@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb361,vanderbilt university,user,t,f,t,,,,,test+gigadb361@gigasciencejournal.com,,EBI,true
362,test+gigadb362@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb362,University of Vienna,user,t,f,t,,,,,test+gigadb362@gigasciencejournal.com,,EBI,true
363,test+gigadb363@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb363,LASIR LIlle1,user,t,t,f,,,,,test+gigadb363@gigasciencejournal.com,,EBI,true
364,test+gigadb364@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb364,University of New Mexico,user,t,f,t,,,,,test+gigadb364@gigasciencejournal.com,,EBI,true
365,test+gigadb365@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb365,"Ceres, Inc.",user,t,f,t,,,,,test+gigadb365@gigasciencejournal.com,,EBI,true
366,test+gigadb366@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb366,CUNY Kingsborough,user,t,t,f,,,,,test+gigadb366@gigasciencejournal.com,,EBI,true
367,test+gigadb367@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb367,BMC,user,t,t,f,,,,,test+gigadb367@gigasciencejournal.com,,EBI,true
368,test+gigadb368@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb368,Springer,user,f,t,f,,,,,test+gigadb368@gigasciencejournal.com,,EBI,true
369,test+gigadb369@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb369,CSC - IT Center for Science Ltd.,user,f,f,t,,,,,test+gigadb369@gigasciencejournal.com,,EBI,true
370,test+gigadb370@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb370,Plant breeding,user,t,t,f,,,,,test+gigadb370@gigasciencejournal.com,,EBI,true
371,test+gigadb371@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb371,BGI,user,f,t,f,,,,,test+gigadb371@gigasciencejournal.com,,EBI,true
372,test+gigadb372@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb372,BGI,user,t,t,f,,,,,test+gigadb372@gigasciencejournal.com,,EBI,true
373,test+gigadb373@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb373,CSIR-Open Source Drug Discovery,user,t,t,f,,,,,test+gigadb373@gigasciencejournal.com,,EBI,true
374,test+gigadb374@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb374,Japan Science and Technology Agency,user,t,t,f,,,,,test+gigadb374@gigasciencejournal.com,,EBI,true
375,test+gigadb375@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb375,biotechnology,user,t,f,t,,,,,test+gigadb375@gigasciencejournal.com,,EBI,true
376,test+gigadb376@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb376,PhD,user,t,t,f,,,,,test+gigadb376@gigasciencejournal.com,,EBI,true
377,test+gigadb377@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb377,Argonne National Labs,user,t,f,t,,,,,test+gigadb377@gigasciencejournal.com,,EBI,true
378,test+gigadb378@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb378,alibaba research center for complexity ,user,t,t,f,,,,,test+gigadb378@gigasciencejournal.com,,EBI,true
379,test+gigadb379@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb379,VIB Plant Systems Biology,user,t,f,t,,,,,test+gigadb379@gigasciencejournal.com,,EBI,true
380,test+gigadb380@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb380,D D U Gorakhpur University,user,t,t,f,,,,,test+gigadb380@gigasciencejournal.com,,EBI,true
381,test+gigadb381@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb381,"Critical care medicine, Samsung medical center, Seoul, Korea",user,t,t,f,,,,,test+gigadb381@gigasciencejournal.com,,EBI,true
382,test+gigadb382@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb382,University of Canterbury,user,f,t,f,,,,,test+gigadb382@gigasciencejournal.com,,EBI,true
383,test+gigadb383@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb383,1913,user,t,t,f,,,,,test+gigadb383@gigasciencejournal.com,,EBI,true
384,test+gigadb384@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb384,"Institute of Environmental Sciences, Jagiellonian University",user,t,f,t,,,,,test+gigadb384@gigasciencejournal.com,,EBI,true
385,test+gigadb385@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb385,German Cancer research centre,user,t,f,t,,,,,test+gigadb385@gigasciencejournal.com,,EBI,true
386,test+gigadb386@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb386,The Mind Research Network,user,f,f,t,,,,,test+gigadb386@gigasciencejournal.com,,EBI,true
387,test+gigadb387@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb387,UNAM,user,f,f,t,,,,,test+gigadb387@gigasciencejournal.com,,EBI,true
388,test+gigadb388@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb388,M.A.,user,t,t,f,,,,,test+gigadb388@gigasciencejournal.com,,EBI,true
389,test+gigadb389@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb389,Universidad Austral de Chile,user,f,f,t,,,,,test+gigadb389@gigasciencejournal.com,,EBI,true
390,test+gigadb390@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb390,National University of Sciences and Technology,user,t,f,t,,,,,test+gigadb390@gigasciencejournal.com,,EBI,true
392,test+gigadb392@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb392,Mrs,user,t,t,f,,,,,test+gigadb392@gigasciencejournal.com,,EBI,true
393,test+gigadb393@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb393,Mayo Clinic,user,f,t,f,,,,,test+gigadb393@gigasciencejournal.com,,EBI,true
394,test+gigadb394@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb394,University of York,user,t,f,t,,,,,test+gigadb394@gigasciencejournal.com,,EBI,true
395,test+gigadb395@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb395,NIMH,user,t,t,f,,,,,test+gigadb395@gigasciencejournal.com,,EBI,true
396,test+gigadb396@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb396,ucsd,user,t,t,f,,,,,test+gigadb396@gigasciencejournal.com,,EBI,true
398,test+gigadb398@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb398,National Taiwan University,user,t,f,t,,,,,test+gigadb398@gigasciencejournal.com,,EBI,true
399,test+gigadb399@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb399,KAUST,user,t,f,t,,,,,test+gigadb399@gigasciencejournal.com,,EBI,true
400,test+gigadb400@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb400,BGI,user,t,t,f,,,,,test+gigadb400@gigasciencejournal.com,,EBI,true
401,test+gigadb401@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb401,INDEAR-CONICET,user,t,f,t,,,,,test+gigadb401@gigasciencejournal.com,,EBI,true
402,test+gigadb402@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb402,NIH,user,t,f,t,,,,,test+gigadb402@gigasciencejournal.com,,EBI,true
403,test+gigadb403@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb403,Curtin University,user,t,f,t,,,,,test+gigadb403@gigasciencejournal.com,,EBI,true
404,test+gigadb404@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb404,BGI,user,t,t,f,,,,,test+gigadb404@gigasciencejournal.com,,EBI,true
405,test+gigadb405@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb405,GigTest,user,t,t,f,,,,,test+gigadb405@gigasciencejournal.com,,EBI,true
406,test+gigadb406@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb406,UQ,user,t,t,f,,,,,test+gigadb406@gigasciencejournal.com,,EBI,true
407,test+gigadb407@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb407,yes,user,t,t,f,,,,,test+gigadb407@gigasciencejournal.com,,EBI,true
408,test+gigadb408@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb408,University Paris 11,user,t,t,f,,,,,test+gigadb408@gigasciencejournal.com,,EBI,true
409,test+gigadb409@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb409,University of Western Ontario,user,t,f,t,,,,,test+gigadb409@gigasciencejournal.com,,EBI,true
410,test+gigadb410@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb410,Ferdowsi University of Mashhad,user,t,t,f,,,,,test+gigadb410@gigasciencejournal.com,,EBI,true
411,test+gigadb411@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb411,Chinese Academy of Sciences,user,t,f,t,,,,,test+gigadb411@gigasciencejournal.com,,EBI,true
412,test+gigadb412@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb412,banaanora@abc.hu,user,t,t,f,,,,,test+gigadb412@gigasciencejournal.com,,EBI,true
413,test+gigadb413@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb413,USDA-ARS,user,t,t,f,,,,,test+gigadb413@gigasciencejournal.com,,EBI,true
414,test+gigadb414@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb414,AUA,user,t,t,f,,,,,test+gigadb414@gigasciencejournal.com,,EBI,true
415,test+gigadb415@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb415,Centro de Biolog��a Molecular,user,t,f,t,,,,,test+gigadb415@gigasciencejournal.com,,EBI,true
416,test+gigadb416@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb416,BGI,user,t,t,f,,,,,test+gigadb416@gigasciencejournal.com,,EBI,true
417,test+gigadb417@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb417,Arizona State University,user,t,f,t,,,,,test+gigadb417@gigasciencejournal.com,,EBI,true
418,test+gigadb418@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb418,SP Pune University,user,f,t,f,,,,,test+gigadb418@gigasciencejournal.com,,EBI,true
419,test+gigadb419@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb419,St Jude Children's Research Hospital,user,t,t,f,,,,,test+gigadb419@gigasciencejournal.com,,EBI,true
420,test+gigadb420@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb420,Research,user,t,t,f,,,,,test+gigadb420@gigasciencejournal.com,,NCBI,true
421,test+gigadb421@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb421,Instituto de Investigaciones Biomedicas CSIC-AUM,user,f,t,f,,,,,test+gigadb421@gigasciencejournal.com,,NCBI,true
422,test+gigadb422@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb422,Columbia Biological Sciences,user,f,t,f,,,,,test+gigadb422@gigasciencejournal.com,,NCBI,true
423,test+gigadb423@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb423,Columbia,user,f,f,t,,,,,test+gigadb423@gigasciencejournal.com,,NCBI,true
424,test+gigadb424@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb424,Columbia,user,t,f,t,,,,,test+gigadb424@gigasciencejournal.com,,NCBI,true
425,test+gigadb425@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb425,University of Southampton,user,f,f,t,,,,,test+gigadb425@gigasciencejournal.com,,EBI,true
426,test+gigadb426@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb426,York University,user,t,f,t,,,,,test+gigadb426@gigasciencejournal.com,,EBI,true
427,test+gigadb427@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb427,York University,user,t,f,t,,,,,test+gigadb427@gigasciencejournal.com,,EBI,true
428,test+gigadb428@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb428,National University of Singapore,user,t,f,t,,,,,test+gigadb428@gigasciencejournal.com,,NCBI,true
429,test+gigadb429@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb429,Science for life laboratory / Stockholm University,user,t,f,t,,,,,test+gigadb429@gigasciencejournal.com,,EBI,true
430,test+gigadb430@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb430,BGI,user,t,t,f,,,,,test+gigadb430@gigasciencejournal.com,,EBI,true
431,test+gigadb431@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb431,"Eurohelp Consulting, Maximo Aguirre 18, 48011 Bilbo, Spain","",f,t,f,,,,,test+gigadb431@gigasciencejournal.com,,EBI,true
432,test+gigadb432@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb432,UCL,user,t,f,t,,,,,test+gigadb432@gigasciencejournal.com,,EBI,true
433,test+gigadb433@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb433,"University of Tartu, Department of Bioinformatics, Riia 23, Tartu 51010, Estonia","",f,t,f,,,,,test+gigadb433@gigasciencejournal.com,,EBI,true
434,test+gigadb434@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb434,Columbia University,user,t,t,f,,,,,test+gigadb434@gigasciencejournal.com,,NCBI,true
435,test+gigadb435@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb435,"University of Melbourne, Australia","",f,t,f,,,,,test+gigadb435@gigasciencejournal.com,,EBI,true
436,test+gigadb436@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb436,Oregon State University ,user,t,t,f,,,,,test+gigadb436@gigasciencejournal.com,,EBI,true
437,test+gigadb437@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb437,UT Arlington - Undergraduate working on computational biolog,user,t,t,f,,,,,test+gigadb437@gigasciencejournal.com,,NCBI,true
438,test+gigadb438@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb438,BRRI,user,t,t,f,,,,,test+gigadb438@gigasciencejournal.com,,EBI,true
439,test+gigadb439@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb439,MEEI,user,t,t,f,,,,,test+gigadb439@gigasciencejournal.com,,DDBJ,true
440,test+gigadb440@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb440,MEEI,user,t,t,f,,,,,test+gigadb440@gigasciencejournal.com,,EBI,true
441,test+gigadb441@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb441,"Translational Genomics and Epigenomics Laboratory, Olivia Newton-John Cancer Research Institute, Heidelberg, Victoria, 3084, Australia","",f,t,f,,,,,test+gigadb441@gigasciencejournal.com,,EBI,true
442,test+gigadb442@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb442,Scuola Superirore Sant'Anna,user,t,t,f,,,,,test+gigadb442@gigasciencejournal.com,,NCBI,true
443,test+gigadb443@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb443,"Scuola Superiore Sant'Anna, Pisa",user,t,f,t,,,,,test+gigadb443@gigasciencejournal.com,,EBI,true
444,test+gigadb444@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb444,Thyenmed,user,t,f,t,,,,,test+gigadb444@gigasciencejournal.com,,EBI,true
445,test+gigadb445@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb445,"Scuola Superiore Sant'Anna, Pisa",user,t,f,t,,,,,test+gigadb445@gigasciencejournal.com,,EBI,true
446,test+gigadb446@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb446,Victoria University of Wellington,user,f,f,t,,,,,test+gigadb446@gigasciencejournal.com,,EBI,true
447,test+gigadb447@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb447,UFPel,user,f,f,t,,,,,test+gigadb447@gigasciencejournal.com,,EBI,true
448,test+gigadb448@gigasciencejournal.com,5a4f75053077a32e681f81daa8792f95,test,gigadb448,Three military hospital ,user,t,t,f,,,,,test+gigadb448@gigasciencejournal.com,,EBI,true
